,Name,BI_LSTM-RI,NONE_TRPLT-RI,NONE_MREC-RI,NONE_VAE-RI,IDEC_TRPLT-RI,BI_GRU-RI,RES_CNN-RI,IDEC_REC-RI,D_RNN-RI,IDEC_MREC-RI,NONE_CNRV-RI,BI_RNN-RI,NONE_REC-RI,D_CNN-RI,MLP-RI,S_CNN-RI,BI_RNN+ATTN-RI,IDEC_CNRV-RI,IDEC_VAE-RI,BI_LSTM-ARI,NONE_TRPLT-ARI,NONE_MREC-ARI,NONE_VAE-ARI,IDEC_TRPLT-ARI,BI_GRU-ARI,RES_CNN-ARI,IDEC_REC-ARI,D_RNN-ARI,IDEC_MREC-ARI,NONE_CNRV-ARI,BI_RNN-ARI,NONE_REC-ARI,D_CNN-ARI,MLP-ARI,S_CNN-ARI,BI_RNN+ATTN-ARI,IDEC_CNRV-ARI,IDEC_VAE-ARI,BI_LSTM-NMI,NONE_TRPLT-NMI,NONE_MREC-NMI,NONE_VAE-NMI,IDEC_TRPLT-NMI,BI_GRU-NMI,RES_CNN-NMI,IDEC_REC-NMI,D_RNN-NMI,IDEC_MREC-NMI,NONE_CNRV-NMI,BI_RNN-NMI,NONE_REC-NMI,D_CNN-NMI,MLP-NMI,S_CNN-NMI,BI_RNN+ATTN-NMI,IDEC_CNRV-NMI,IDEC_VAE-NMI
116,TwoPatterns,0.636305261,0.610166066,0.769492,0.621056158,0.610776142,0.62304375,0.76168875,0.74363,0.600716603,0.640353,0.666743304,0.6304725,0.736149,0.6386725,0.62979625,0.77821,0.632025,0.663454801,0.637230993,0.104006405,-0.002607533,0.261414,0.039660171,0.013514971,0.01225875,0.3821875,0.354097,-0.01273259,0.098188,0.159589941,0.0296375,0.288598,0.04465875,0.01600125,0.41814875,0.03826125,0.153627287,0.051209147,0.156727956,0.022528527,0.359119,0.032400881,0.011051339,0.0138825,0.443275,0.434511,-0.019766574,0.165763,0.284524854,0.0457175,0.363916,0.061485,0.0183225,0.4904125,0.06136875,0.270892632,0.045771917
117,UMD,0.625450031,0.571556132,0.743899,0.591372541,0.577364685,0.6272425,0.621975,0.662683,0.553295911,0.597778,0.669363404,0.56049875,0.722211,0.63063375,0.6175975,0.63692,0.58173375,0.658907511,0.604007836,0.173520797,0.1081336,0.214861,0.151262474,0.137842446,0.22157625,0.2328125,0.238475,0.100703676,0.141081,0.258517142,0.0090475,0.203522,0.1649075,0.1497525,0.20789875,0.14335,0.231966556,0.173599903,0.190156657,0.203132967,0.291989,0.195340147,0.201074505,0.32696375,0.363375,0.342134,0.157757586,0.224825,0.336004263,0.01835,0.315247,0.220465,0.21265625,0.3143175,0.23724,0.3066602,0.222690717
118,UWaveGestureLibraryAll,0.855485678,0.870360312,0.769691,0.881295241,0.869277963,0.7896225,0.74324875,0.73244,0.854536141,0.791845,0.87665297,0.81241625,0.729563,0.90694625,0.8854525,0.80009375,0.78384,0.886946425,0.895302198,0.430984169,0.500870585,0.227791,0.548464807,0.519606433,0.11004,0.10218,0.137437,0.48655428,0.219945,0.449775236,0.19167875,0.139059,0.595665,0.483085,0.18757375,0.05538,0.498597538,0.544052667,0.568441892,0.63903184,0.323104,0.634225039,0.616243843,0.18962125,0.206665,0.231428,0.586327839,0.334893,0.561802391,0.312915,0.234982,0.69192625,0.58764625,0.31886375,0.09884125,0.600236053,0.652773235
119,UWaveGestureLibraryX,0.807581562,0.827213104,0.699874,0.835761357,0.827566749,0.8036175,0.8015625,0.789013,0.819043849,0.815791,0.847140531,0.83205375,0.736321,0.8602575,0.8485475,0.81506,0.77878125,0.845841502,0.856468897,0.252220479,0.308226533,0.169652,0.339241071,0.32353423,0.19497375,0.17797125,0.21044,0.289047158,0.275238,0.326935904,0.27353875,0.186909,0.36883375,0.32881625,0.22202625,0.06591875,0.328254884,0.359773055,0.365846047,0.415150524,0.248012,0.423059131,0.401412838,0.2890175,0.25510875,0.301224,0.376937153,0.354265,0.417514297,0.3760975,0.245164,0.45381625,0.41668125,0.30132625,0.12005875,0.426931646,0.430810972
120,UWaveGestureLibraryY,0.781870476,0.823432638,0.657352,0.834470286,0.824049608,0.82045,0.79682875,0.817314,0.843235821,0.826688,0.814200785,0.83594125,0.746526,0.84738125,0.8437925,0.82083625,0.62345,0.815783113,0.850716992,0.225660169,0.284925721,0.127,0.324745027,0.299323423,0.25585125,0.16638875,0.226666,0.302534506,0.253227,0.21840762,0.27985875,0.160188,0.32975375,0.32138,0.23122,0.086245,0.227783553,0.331156158,0.320644421,0.41814162,0.177205,0.429458994,0.407379135,0.36215625,0.2729825,0.333843,0.418086512,0.365911,0.345322263,0.3957525,0.260663,0.44152875,0.426485,0.34239625,0.13082125,0.349200376,0.443865697
121,UWaveGestureLibraryZ,0.738497185,0.825838237,0.729381,0.836912889,0.825878338,0.81488625,0.80832625,0.742487,0.846356422,0.802778,0.83611075,0.83275875,0.691958,0.84678875,0.84351875,0.81166375,0.59087,0.836930004,0.852067912,0.208676188,0.293175824,0.159248,0.335019079,0.313291067,0.2463175,0.2217125,0.141912,0.311983416,0.260671,0.336483662,0.2605425,0.079947,0.3100075,0.30113375,0.2189,0.07882,0.341821491,0.348691541,0.368126689,0.411294418,0.252259,0.421425949,0.402016884,0.360235,0.3276975,0.222557,0.41200522,0.36742,0.448232255,0.3891175,0.16035,0.42418125,0.4088575,0.32692875,0.14474125,0.447546239,0.436436295
122,Wafer,0.56589831,0.516444855,0.694048,0.526774346,0.516921437,0.53606375,0.55634125,0.571208,0.536430621,0.563934,0.699887642,0.534615,0.584535,0.539735,0.53709375,0.5363575,0.5567225,0.710169836,0.543367862,0.102063482,-0.011983278,0.100132,0.029393999,0.004149,0.00698125,0.0396775,0.022443,0.007995739,0.032601,-0.007369751,0.00101875,0.048803,0.020115,0.0038175,0.007435,0.01174375,0.01069993,0.041127337,0.090262505,0.00060637,0.186964,0.010491782,-0.010157596,0.00086125,0.02133875,0.011031,0.000605338,0.030383,0.00080697,2.88e-05,0.063302,0.007485,0.0002525,0.00071875,0.00985125,0.003674128,0.025136399
123,Wine,0.498771499,0.477522692,0.642897,0.487110086,0.476756772,0.4977475,0.51912375,0.593037,0.495974345,0.541022,0.50983711,0.5020875,0.587603,0.49519875,0.4963975,0.5281725,0.5022125,0.507493857,0.504527601,0.004972978,-0.02389768,0.11296,0.016169533,-0.009197634,-0.002045,0.03879375,0.060505,-0.000821739,0.018489,0.020460609,0.00648125,0.046124,-0.00215125,-0.00537125,0.05642875,0.00545,0.016078733,0.02881789,0.048641154,0.015748051,0.17223,0.022203753,-0.001966369,0.00799125,0.03559625,0.098871,0.008284356,0.043851,0.021997262,0.0155325,0.087286,0.003825,0.00095375,0.04936,0.0128675,0.018805189,0.026561003
124,WordSynonyms,0.869554589,0.87654881,0.560275,0.88678716,0.876990675,0.87503375,0.8870825,0.811122,0.896277691,0.846317,0.889220544,0.88926875,0.707836,0.9020925,0.89449625,0.88181375,0.85165875,0.889993522,0.904500296,0.168350984,0.141531488,0.024042,0.186227179,0.162618468,0.08132375,0.14171625,0.114682,0.162958961,0.134795,0.119433138,0.149735,0.12246,0.20627625,0.1513425,0.121955,0.09614,0.119592461,0.203212506,0.417433452,0.435649316,0.056737,0.439820456,0.420415655,0.281625,0.35139625,0.283532,0.429281482,0.343327,0.367341577,0.39195125,0.225546,0.48102375,0.40314,0.345635,0.28867375,0.368761989,0.465086932
125,Worms,0.613579465,0.627415539,0.555377,0.639261206,0.627868117,0.6476625,0.58721,0.555084,0.646017992,0.626737,0.66310406,0.6480725,0.605313,0.6078775,0.64464,0.61573125,0.63043,0.660799928,0.65556167,0.053369538,0.043280529,0.081952,0.084088713,0.064457199,0.02306375,0.0394,0.025885,0.062092862,0.054844,0.09094569,0.03568375,0.145836,0.0699075,0.0087525,0.07544875,0.01524875,0.091663366,0.101482236,0.210502126,0.077810359,0.080555,0.092363759,0.06835972,0.06291125,0.0839275,0.047496,0.07985079,0.109116,0.201320362,0.0697,0.151187,0.111905,0.04045875,0.18171375,0.04050125,0.208109085,0.107745044
126,WormsTwoClass,0.498808554,0.481037416,0.69939,0.490854071,0.482084634,0.501715,0.50006,0.500573,0.500346555,0.500716,0.499123592,0.49994375,0.568155,0.49913,0.49998375,0.4988875,0.50088,0.49961919,0.507059558,-0.011436849,-0.018406825,0.231772,0.022882723,-0.001067644,0.00138125,-0.00652,-0.004483,0.001401608,-0.00022,-0.009935231,-0.00225375,0.119078,-0.0036775,-0.00039,-0.009295,-0.001185,-0.008412065,0.033449893,0.006956821,0.003070919,0.300965,0.012822531,-0.007826799,0.00778,0.00499125,0.003484,0.003658205,0.005086,0.004311245,0.00683625,0.130966,0.00413625,0.0028825,0.030425,0.00351625,0.003138991,0.027262446
127,Yoga,0.502493869,0.47990447,0.686828,0.490288035,0.480268091,0.5022075,0.50158,0.571997,0.499904409,0.546447,0.500340415,0.50174375,0.583255,0.50008875,0.50035125,0.50145875,0.50261625,0.502781238,0.506814387,0.001298795,-0.021544848,0.235462,0.019753814,-0.00548288,0.00276625,0.0031375,0.103135,-0.00154024,0.092501,-0.001068977,0.00207125,0.152699,-0.0011025,-0.00031625,0.0028375,0.00426875,0.003865182,0.03150564,0.000421259,0.000855253,0.309757,0.01079694,-0.010034522,0.00206,0.00274875,0.109589,0.000836048,0.086333,0.000711016,0.00256875,0.153582,0.00026625,0.00215375,0.00172875,0.0029875,0.002688506,0.025232983
